date,bank,description,amount,bank_balance,category,type
2026-02-05,HDFC,HOUSE RENT TRANSFER,-22000.0,174608.0,Rent,Transfer
2026-02-06,ICICI,AMAZON PAY,-1640.0,-86867.0,Shopping,Expense
2026-02-06,ICICI,APOLLO PHARMACY,-480.0,-87347.0,Health,Expense
2026-02-07,HDFC,ATM CASH WITHDRAWAL,-1342.0,173266.0,Food,Expense
2026-02-07,HDFC,FASTAG RECHARGE,-262.0,173004.0,Transport,Expense
2026-02-07,HDFC,STARBUCKS INDIA,-806.0,172198.0,Food,Expense
2026-02-07,SBI,RELIANCE FRESH,-1049.0,-20937.0,Food,Expense
2026-02-08,HDFC,HDFC BANK EMI,-6500.0,165698.0,EMI,Expense
2026-02-08,HDFC,OLA RIDES,-648.0,165050.0,Transport,Expense
2026-02-08,SBI,RELIANCE FRESH,-1842.0,-22779.0,Food,Expense
2026-02-09,HDFC,FASTAG RECHARGE,-471.0,164579.0,Transport,Expense
2026-02-09,HDFC,SWIGGY,-184.0,164395.0,Food,Expense
2026-02-09,SBI,DMART READY,-409.0,-23188.0,Food,Expense
2026-02-10,SBI,BESCOM ELECTRICITY,-2150.0,-25338.0,Utilities,Expense
2026-02-10,SBI,RELIANCE FRESH,-458.0,-25796.0,Food,Expense
2026-02-11,HDFC,FASTAG RECHARGE,-584.0,163811.0,Transport,Expense
2026-02-11,ICICI,AMAZON PAY,-2031.0,-89378.0,Shopping,Expense
2026-02-11,ICICI,GROWW SIP EQUITY,-5000.0,-94378.0,Investment,Investment
2026-02-12,HDFC,NETFLIX INDIA,-649.0,163162.0,Subscriptions,Expense
2026-02-13,HDFC,SPOTIFY PREMIUM,-119.0,163043.0,Subscriptions,Expense
2026-02-13,SBI,DMART READY,-1903.0,-27699.0,Food,Expense
2026-02-14,HDFC,FASTAG RECHARGE,-412.0,162631.0,Transport,Expense
2026-02-14,HDFC,ZOMATO,-365.0,162266.0,Food,Expense
2026-02-14,ICICI,AMAZON PAY,-2515.0,-96893.0,Shopping,Expense
2026-02-14,SBI,AIRTEL BROADBAND,-1199.0,-28898.0,Utilities,Expense
2026-02-14,SBI,BIGBASKET,-466.0,-29364.0,Food,Expense
2026-02-15,HDFC,FASTAG RECHARGE,-546.0,161720.0,Transport,Expense
2026-02-15,HDFC,SWIGGY,-963.0,160757.0,Food,Expense
2026-02-15,SBI,ATM CASH WITHDRAWAL,-3636.0,-33000.0,Food,Expense
2026-02-15,SBI,INOX MOVIES,-602.0,-33602.0,Entertainment,Expense
2026-02-16,HDFC,SWIGGY,-833.0,159924.0,Food,Expense
2026-02-16,ICICI,FLIPKART,-2845.0,-99738.0,Shopping,Expense
2026-02-16,SBI,RELIANCE FRESH,-1900.0,-35502.0,Food,Expense
2026-02-17,HDFC,BLINKIT MART,-230.0,159694.0,Food,Expense
2026-02-17,ICICI,AJIO,-2422.0,-102160.0,Utilities,Expense
2026-02-17,SBI,BIGBASKET,-1056.0,-36558.0,Food,Expense
2026-02-17,SBI,PNG GAS BILL,-860.0,-37418.0,Utilities,Expense
2026-02-18,HDFC,SWIGGY,-993.0,158701.0,Food,Expense
2026-02-18,SBI,RELIANCE FRESH,-728.0,-38146.0,Food,Expense
2026-02-19,HDFC,UBER TRIP,-688.0,158013.0,Transport,Expense
2026-02-19,HDFC,ZOMATO,-264.0,157749.0,Food,Expense
2026-02-19,ICICI,DIGITAL GOLD PURCHASE,-1200.0,-103360.0,Shopping,Expense
2026-02-20,HDFC,BLINKIT MART,-901.0,156848.0,Food,Expense
2026-02-21,HDFC,GOOGLE ONE,-130.0,156718.0,Subscriptions,Expense
2026-02-21,HDFC,ZOMATO,-313.0,156405.0,Food,Expense
2026-02-21,ICICI,FLIPKART,-2908.0,-106268.0,Shopping,Expense
2026-02-22,HDFC,BLINKIT MART,-823.0,155582.0,Food,Expense
2026-02-22,ICICI,MYNTRA,-2452.0,-108720.0,Shopping,Expense
2026-02-22,SBI,BOOKMYSHOW,-1522.0,-39668.0,Entertainment,Expense
2026-02-22,SBI,RELIANCE FRESH,-727.0,-40395.0,Food,Expense
2026-02-23,HDFC,ZOMATO,-647.0,154935.0,Food,Expense
2026-02-23,ICICI,URBANCLAP,-1491.0,-110211.0,Shopping,Expense
2026-02-24,HDFC,FASTAG RECHARGE,-281.0,154654.0,Transport,Expense
2026-02-24,HDFC,SWIGGY,-289.0,154365.0,Food,Expense
2026-02-25,HDFC,BLINKIT MART,-573.0,153792.0,Food,Expense
2026-02-25,SBI,UPI TO PARENTS,-5000.0,-45395.0,Rent,Transfer
2026-02-26,HDFC,STARBUCKS INDIA,-558.0,153234.0,Food,Expense
2026-02-26,ICICI,AMAZON PRIME,-299.0,-110510.0,Subscriptions,Expense
2026-02-27,HDFC,STARBUCKS INDIA,-721.0,152513.0,Food,Expense
2026-02-27,ICICI,AJIO,-1907.0,-112417.0,Utilities,Expense
2026-02-28,HDFC,ZOMATO,-564.0,151949.0,Food,Expense
2026-02-28,SBI,BIGBASKET,-506.0,-45901.0,Food,Expense
2026-02-28,SBI,BOOKMYSHOW,-1537.0,-47438.0,Entertainment,Expense
2026-03-01,HDFC,SALARY CREDIT ACME TECH,98000.0,249949.0,Income,Income
2026-03-01,HDFC,ZOMATO,-700.0,249249.0,Food,Expense
2026-03-01,SBI,PVR CINEMAS,-1020.0,-48458.0,Entertainment,Expense
2026-03-02,HDFC,IMPS TO SBI HOME,-18000.0,231249.0,Transfer,Transfer
2026-03-02,SBI,DMART READY,-308.0,-48766.0,Food,Expense
2026-03-02,SBI,IMPS FROM HDFC HOME,18000.0,-30766.0,Food,Transfer
2026-03-03,HDFC,IMPS TO ICICI LIFE,-12000.0,219249.0,Transfer,Transfer
2026-03-03,ICICI,IMPS FROM HDFC LIFE,12000.0,-100417.0,Shopping,Transfer
2026-03-03,ICICI,MEDPLUS,-849.0,-101266.0,Health,Expense
2026-03-03,SBI,RELIANCE FRESH,-2037.0,-32803.0,Food,Expense
2026-03-04,HDFC,BLINKIT MART,-755.0,218494.0,Food,Expense
2026-03-04,SBI,DMART READY,-1435.0,-34238.0,Food,Expense
2026-03-05,HDFC,HOUSE RENT TRANSFER,-22000.0,196494.0,Rent,Transfer
2026-03-05,HDFC,STARBUCKS INDIA,-857.0,195637.0,Food,Expense
2026-03-06,ICICI,AMAZON PAY,-784.0,-102050.0,Shopping,Expense
2026-03-06,ICICI,URBANCLAP,-688.0,-102738.0,Shopping,Expense
2026-03-06,SBI,BIGBASKET,-1287.0,-35525.0,Food,Expense
2026-03-07,HDFC,ZOMATO,-915.0,194722.0,Food,Expense
2026-03-07,ICICI,AMAZON PAY,-1549.0,-104287.0,Shopping,Expense
2026-03-07,SBI,DMART READY,-2177.0,-37702.0,Food,Expense
2026-03-08,HDFC,ATM CASH WITHDRAWAL,-771.0,193951.0,Food,Expense
2026-03-08,HDFC,FASTAG RECHARGE,-608.0,193343.0,Transport,Expense
2026-03-08,HDFC,HDFC BANK EMI,-6500.0,186843.0,EMI,Expense
2026-03-08,HDFC,SWIGGY,-286.0,186557.0,Food,Expense
2026-03-08,ICICI,MEDPLUS,-1414.0,-105701.0,Health,Expense
2026-03-08,SBI,INOX MOVIES,-1496.0,-39198.0,Entertainment,Expense
2026-03-09,HDFC,ZOMATO,-628.0,185929.0,Food,Expense
2026-03-09,ICICI,FLIPKART,-1753.0,-107454.0,Shopping,Expense
2026-03-09,SBI,DMART READY,-917.0,-40115.0,Food,Expense
2026-03-10,HDFC,OLA RIDES,-373.0,185556.0,Transport,Expense
2026-03-10,ICICI,FLIPKART,-2818.0,-110272.0,Shopping,Expense
2026-03-10,SBI,BESCOM ELECTRICITY,-2150.0,-42265.0,Utilities,Expense
2026-03-11,ICICI,GROWW SIP EQUITY,-5000.0,-115272.0,Investment,Investment
2026-03-11,ICICI,MYNTRA,-1866.0,-117138.0,Shopping,Expense
2026-03-12,HDFC,NETFLIX INDIA,-649.0,184907.0,Subscriptions,Expense
2026-03-12,HDFC,STARBUCKS INDIA,-400.0,184507.0,Food,Expense
2026-03-12,HDFC,UBER TRIP,-414.0,184093.0,Transport,Expense
2026-03-13,HDFC,SPOTIFY PREMIUM,-119.0,183974.0,Subscriptions,Expense
2026-03-14,ICICI,FLIPKART,-1587.0,-118725.0,Shopping,Expense
2026-03-14,ICICI,MEDPLUS,-608.0,-119333.0,Health,Expense
2026-03-14,SBI,AIRTEL BROADBAND,-1199.0,-43464.0,Utilities,Expense
2026-03-14,SBI,RELIANCE FRESH,-2051.0,-45515.0,Food,Expense
2026-03-15,ICICI,FLIPKART,-3498.0,-122831.0,Shopping,Expense
2026-03-15,SBI,ATM CASH WITHDRAWAL,-1891.0,-47406.0,Food,Expense
2026-03-15,SBI,BIGBASKET,-2187.0,-49593.0,Food,Expense
2026-03-16,HDFC,ZOMATO,-800.0,183174.0,Food,Expense
2026-03-16,ICICI,AJIO,-498.0,-123329.0,Utilities,Expense
2026-03-16,SBI,BIGBASKET,-1096.0,-50689.0,Food,Expense
2026-03-17,HDFC,SWIGGY,-834.0,182340.0,Food,Expense
2026-03-17,SBI,PNG GAS BILL,-860.0,-51549.0,Utilities,Expense
2026-03-18,SBI,RELIANCE FRESH,-548.0,-52097.0,Food,Expense
2026-03-19,ICICI,DIGITAL GOLD PURCHASE,-1200.0,-124529.0,Shopping,Expense
2026-03-19,SBI,DMART READY,-1057.0,-53154.0,Food,Expense
2026-03-20,HDFC,SWIGGY,-642.0,181698.0,Food,Expense
2026-03-21,HDFC,GOOGLE ONE,-130.0,181568.0,Subscriptions,Expense
2026-03-21,HDFC,ZOMATO,-948.0,180620.0,Food,Expense
2026-03-22,HDFC,ATM CASH WITHDRAWAL,-1133.0,179487.0,Food,Expense
2026-03-22,HDFC,STARBUCKS INDIA,-461.0,179026.0,Food,Expense
2026-03-22,ICICI,ATM CASH WITHDRAWAL,-2035.0,-126564.0,Shopping,Expense
2026-03-23,HDFC,SWIGGY,-448.0,178578.0,Food,Expense
2026-03-23,ICICI,MYNTRA,-2048.0,-128612.0,Shopping,Expense
2026-03-24,HDFC,BLINKIT MART,-633.0,177945.0,Food,Expense
2026-03-24,HDFC,OLA RIDES,-261.0,177684.0,Transport,Expense
2026-03-25,SBI,DMART READY,-2176.0,-55330.0,Food,Expense
2026-03-25,SBI,UPI TO PARENTS,-5000.0,-60330.0,Rent,Transfer
2026-03-26,HDFC,ZOMATO,-796.0,176888.0,Food,Expense
2026-03-26,ICICI,AMAZON PRIME,-299.0,-128911.0,Subscriptions,Expense
2026-03-26,ICICI,MYNTRA,-1204.0,-130115.0,Shopping,Expense
2026-03-27,HDFC,BLINKIT MART,-517.0,176371.0,Food,Expense
2026-03-28,HDFC,STARBUCKS INDIA,-956.0,175415.0,Food,Expense
2026-03-29,SBI,BIGBASKET,-954.0,-61284.0,Food,Expense
2026-03-30,HDFC,SWIGGY,-962.0,174453.0,Food,Expense
2026-03-30,SBI,DMART READY,-1993.0,-63277.0,Food,Expense
2026-03-31,HDFC,OLA RIDES,-351.0,174102.0,Transport,Expense
2026-03-31,HDFC,STARBUCKS INDIA,-668.0,173434.0,Food,Expense
2026-04-01,HDFC,SALARY CREDIT ACME TECH,98000.0,271434.0,Income,Income
2026-04-01,ICICI,AMAZON PAY,-1103.0,-131218.0,Shopping,Expense
2026-04-01,ICICI,MEDPLUS,-1721.0,-132939.0,Health,Expense
2026-04-02,HDFC,IMPS TO SBI HOME,-18000.0,253434.0,Transfer,Transfer
2026-04-02,HDFC,OLA RIDES,-134.0,253300.0,Transport,Expense
2026-04-02,HDFC,SWIGGY,-491.0,252809.0,Food,Expense
2026-04-02,ICICI,AMAZON PAY,-14250.0,-147189.0,Shopping,Expense
2026-04-02,SBI,IMPS FROM HDFC HOME,18000.0,-45277.0,Food,Transfer
2026-04-03,HDFC,IMPS TO ICICI LIFE,-12000.0,240809.0,Transfer,Transfer
2026-04-03,ICICI,IMPS FROM HDFC LIFE,12000.0,-135189.0,Shopping,Transfer
2026-04-03,SBI,BIGBASKET,-619.0,-45896.0,Food,Expense
2026-04-04,HDFC,SWIGGY,-730.0,240079.0,Food,Expense
2026-04-04,HDFC,UBER TRIP,-281.0,239798.0,Transport,Expense
2026-04-04,ICICI,AMAZON PAY,-3170.0,-138359.0,Shopping,Expense
2026-04-04,SBI,ATM CASH WITHDRAWAL,-1928.0,-47824.0,Food,Expense
2026-04-04,SBI,BIGBASKET,-1608.0,-49432.0,Food,Expense
2026-04-05,HDFC,BLINKIT MART,-1083.0,238715.0,Food,Expense
2026-04-05,HDFC,HOUSE RENT TRANSFER,-22000.0,216715.0,Rent,Transfer
2026-04-05,ICICI,FLIPKART,-2720.0,-141079.0,Shopping,Expense
2026-04-05,SBI,RELIANCE FRESH,-1551.0,-50983.0,Food,Expense
2026-04-06,ICICI,FLIPKART,-3681.0,-144760.0,Shopping,Expense
2026-04-06,SBI,DMART READY,-886.0,-51869.0,Food,Expense
2026-04-07,SBI,RELIANCE FRESH,-1767.0,-53636.0,Food,Expense
2026-04-08,HDFC,HDFC BANK EMI,-6500.0,210215.0,EMI,Expense
2026-04-08,ICICI,AJIO,-3048.0,-147808.0,Utilities,Expense
2026-04-09,HDFC,BLINKIT MART,-853.0,209362.0,Food,Expense
2026-04-09,HDFC,BLINKIT MART,-799.0,208563.0,Food,Expense
2026-04-09,SBI,DMART READY,-1552.0,-55188.0,Food,Expense
2026-04-10,HDFC,STARBUCKS INDIA,-781.0,206983.0,Food,Expense
2026-04-10,ICICI,MYNTRA,-464.0,-148272.0,Shopping,Expense
2026-04-10,SBI,BESCOM ELECTRICITY,-2150.0,-57338.0,Utilities,Expense
2026-04-10,SBI,DMART READY,-786.0,-58124.0,Food,Expense
2026-04-11,ICICI,APOLLO PHARMACY,-572.0,-148844.0,Health,Expense
2026-04-11,ICICI,GROWW SIP EQUITY,-5000.0,-153844.0,Investment,Investment
2026-04-11,SBI,RELIANCE FRESH,-802.0,-58926.0,Food,Expense
2026-04-12,HDFC,ATM CASH WITHDRAWAL,-1542.0,205441.0,Food,Expense
2026-04-12,HDFC,NETFLIX INDIA,-649.0,204792.0,Subscriptions,Expense
2026-04-12,ICICI,APOLLO PHARMACY,-862.0,-154706.0,Health,Expense
2026-04-12,SBI,DMART READY,-1307.0,-60233.0,Food,Expense
2026-04-13,HDFC,SPOTIFY PREMIUM,-119.0,204673.0,Subscriptions,Expense
2026-04-14,ICICI,MYNTRA,-1823.0,-156529.0,Shopping,Expense
2026-04-14,SBI,AIRTEL BROADBAND,-1199.0,-61432.0,Utilities,Expense
2026-04-14,SBI,RELIANCE FRESH,-1469.0,-62901.0,Food,Expense
2026-04-15,SBI,DMART READY,-2153.0,-65054.0,Food,Expense
2026-04-16,HDFC,OLA RIDES,-248.0,204425.0,Transport,Expense
2026-04-16,SBI,BIGBASKET,-1586.0,-66640.0,Food,Expense
2026-04-17,SBI,BIGBASKET,-1030.0,-67670.0,Food,Expense
2026-04-17,SBI,PNG GAS BILL,-860.0,-68530.0,Utilities,Expense
2026-04-18,HDFC,ATM CASH WITHDRAWAL,-1804.0,202621.0,Food,Expense
2026-04-18,HDFC,UBER TRIP,-151.0,202470.0,Transport,Expense
2026-04-19,HDFC,STARBUCKS INDIA,-801.0,201669.0,Food,Expense
2026-04-19,ICICI,DIGITAL GOLD PURCHASE,-1200.0,-157729.0,Shopping,Expense
2026-04-19,ICICI,MEDPLUS,-975.0,-158704.0,Health,Expense
2026-04-20,ICICI,FLIPKART,-2003.0,-160707.0,Shopping,Expense
2026-04-21,HDFC,GOOGLE ONE,-130.0,201539.0,Subscriptions,Expense
2026-04-25,SBI,UPI TO PARENTS,-5000.0,-73530.0,Rent,Transfer
2026-04-26,ICICI,AMAZON PRIME,-299.0,-161006.0,Subscriptions,Expense
